Groups:
ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[11..0] =, ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[11], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[10], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[9], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[8], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[7], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[6], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[5], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[4], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[3], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[2], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[1], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[0],  hex

Data:
time unit: s, ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[11..0], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[11], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[10], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[9], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[8], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[7], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[6], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[5], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[4], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[3], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[2], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[1], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_data[0], ADC:ADC_INSTANCE|ADC_modular_adc_0:modular_adc_0|response_valid, 
48406, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48407, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48408, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48409, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48410, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48411, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48412, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48413, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48414, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48415, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48416, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48417, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48418, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48419, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48420, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48421, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48422, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48423, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48424, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48425, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48426, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48427, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48428, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48429, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48430, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48431, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48432, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48433, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48434, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48435, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48436, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48437, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48438, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48439, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48440, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48441, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48442, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48443, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48444, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48445, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48446, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48447, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48448, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48449, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48450, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48451, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48452, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48453, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48454, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48455, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48456, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48457, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48458, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48459, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48460, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48461, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48462, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48463, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48464, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48465, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48466, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48467, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48468, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48469, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48470, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48471, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48472, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48473, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48474, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48475, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48476, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48477, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48478, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48479, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48480, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48481, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48482, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48483, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48484, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48485, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48486, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48487, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48488, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48489, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48490, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48491, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48492, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48493, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48494, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48495, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48496, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48497, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48498, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48499, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48500, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48501, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48502, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48503, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48504, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48505, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48506, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48507, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48508, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48509, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48510, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48511, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48512, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48513, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48514, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48515, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48516, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48517, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48518, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48519, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48520, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48521, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48522, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48523, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48524, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48525, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48526, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48527, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48528, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48529, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48530, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48531, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48532, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48533, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48534, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48535, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48536, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48537, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48538, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48539, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48540, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48541, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48542, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48543, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48544, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48545, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48546, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48547, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48548, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48549, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48550, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48551, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48552, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48553, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48554, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48555, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48556, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48557, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48558, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48559, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48560, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48561, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48562, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48563, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48564, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48565, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48566, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48567, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48568, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48569, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48570, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48571, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48572, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48573, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48574, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48575, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48576, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48577, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48578, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48579, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48580, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48581, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48582, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48583, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48584, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48585, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48586, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48587, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48588, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48589, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48590, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48591, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48592, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48593, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48594, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48595, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48596, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48597, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48598, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48599, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48600, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48601, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48602, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48603, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48604, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48605, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48606, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48607, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48608, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48609, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48610, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48611, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48612, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48613, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48614, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48615, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48616, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48617, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48618, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48619, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48620, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48621, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48622, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48623, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48624, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48625, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48626, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48627, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48628, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48629, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48630, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48631, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48632, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48633, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48634, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48635, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48636, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48637, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48638, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48639, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48640, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48641, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48642, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48643, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48644, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48645, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48646, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48647, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48648, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48649, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48650, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48651, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48652, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48653, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48654, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48655, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48656, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48657, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48658, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48659, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48660, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48661, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48662, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48663, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48664, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48665, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48666, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48667, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48668, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48669, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48670, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48671, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48672, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48673, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48674, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48675, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48676, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48677, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
48678, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
